1464536555.583 2016-05-29 15:42:35 UTC 11259  [574b0deb.2bfb:1] LOG:  database system was shut down at 2016-05-29 15:42:20 UTC
1464618528.289 2016-05-30 14:28:48 UTC 11263  [574b0deb.2bff:5] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464618828.353 2016-05-30 14:33:48 UTC 11263  [574b0deb.2bff:6] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464618838.463 2016-05-30 14:33:58 UTC 59569  [574c4f4c.e8b1:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464619025.582 2016-05-30 14:37:05 UTC 11260  [574b0deb.2bfc:749] LOG:  checkpoint starting: immediate force wait
1464619025.640 2016-05-30 14:37:05 UTC 11260  [574b0deb.2bfc:750] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.056 s, sync=0.000 s, total=0.058 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2872940 kB
1464619625.740 2016-05-30 14:47:05 UTC 11260  [574b0deb.2bfc:751] LOG:  checkpoint starting: time
1464619626.217 2016-05-30 14:47:06 UTC 11260  [574b0deb.2bfc:752] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.369 s, sync=0.019 s, total=0.476 s; sync files=4, longest=0.019 s, average=0.004 s; distance=12 kB, estimate=2585647 kB
1464619925.881 2016-05-30 14:52:05 UTC 11260  [574b0deb.2bfc:753] LOG:  checkpoint starting: immediate force wait
1464619925.944 2016-05-30 14:52:05 UTC 11260  [574b0deb.2bfc:754] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.060 s, sync=0.000 s, total=0.062 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2327083 kB
1464620526.016 2016-05-30 15:02:06 UTC 11260  [574b0deb.2bfc:755] LOG:  checkpoint starting: time
1464620826.080 2016-05-30 15:07:06 UTC 11260  [574b0deb.2bfc:756] LOG:  checkpoint complete: wrote 834802 buffers (39.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=300.014 s, sync=0.042 s, total=300.063 s; sync files=531, longest=0.036 s, average=0.000 s; distance=6489151 kB, estimate=6489151 kB
1464621126.182 2016-05-30 15:12:06 UTC 11260  [574b0deb.2bfc:757] LOG:  checkpoint starting: time
1464621427.004 2016-05-30 15:17:06 UTC 11260  [574b0deb.2bfc:758] LOG:  checkpoint complete: wrote 774614 buffers (36.9%); 0 transaction log file(s) added, 0 removed, 396 recycled; write=299.884 s, sync=0.009 s, total=300.821 s; sync files=526, longest=0.002 s, average=0.000 s; distance=6044139 kB, estimate=6444650 kB
1464621726.101 2016-05-30 15:22:06 UTC 11260  [574b0deb.2bfc:759] LOG:  checkpoint starting: immediate force wait time
1464621754.939 2016-05-30 15:22:34 UTC 11260  [574b0deb.2bfc:760] LOG:  checkpoint complete: wrote 775677 buffers (37.0%); 0 transaction log file(s) added, 0 removed, 369 recycled; write=28.395 s, sync=0.003 s, total=28.837 s; sync files=526, longest=0.000 s, average=0.000 s; distance=6056461 kB, estimate=6405831 kB
1464621836.557 2016-05-30 15:23:56 UTC 60830  [574c5b02.ed9e:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464622017.251 2016-05-30 15:26:57 UTC 60896  [574c5bb7.ede0:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464622024.121 2016-05-30 15:27:04 UTC 60899  [574c5bbd.ede3:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464622043.791 2016-05-30 15:27:23 UTC 60907  [574c5bd1.edeb:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464622114.152 2016-05-30 15:28:34 UTC 11263  [574b0deb.2bff:7] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464622124.263 2016-05-30 15:28:44 UTC 61058  [574c5c22.ee82:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464622164.067 2016-05-30 15:29:24 UTC 61246  [574c5c49.ef3e:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464622179.541 2016-05-30 15:29:39 UTC 61249  [574c5c59.ef41:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464622190.155 2016-05-30 15:29:50 UTC 61252  [574c5c64.ef44:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464622327.049 2016-05-30 15:32:07 UTC 11260  [574b0deb.2bfc:761] LOG:  checkpoint starting: time
1464622629.113 2016-05-30 15:37:09 UTC 61741  [574c5e1a.f12d:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464622638.459 2016-05-30 15:37:18 UTC 11260  [574b0deb.2bfc:762] LOG:  checkpoint complete: wrote 3685 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 369 recycled; write=299.991 s, sync=10.085 s, total=311.409 s; sync files=525, longest=6.383 s, average=0.019 s; distance=823511 kB, estimate=5847599 kB
1464622655.678 2016-05-30 15:37:35 UTC 11260  [574b0deb.2bfc:763] LOG:  checkpoint starting: immediate force wait
1464622656.439 2016-05-30 15:37:36 UTC 11260  [574b0deb.2bfc:764] LOG:  checkpoint complete: wrote 18494 buffers (0.9%); 0 transaction log file(s) added, 50 removed, 1 recycled; write=0.679 s, sync=0.013 s, total=0.760 s; sync files=512, longest=0.006 s, average=0.000 s; distance=430091 kB, estimate=5305848 kB
1464622745.190 2016-05-30 15:39:05 UTC 11260  [574b0deb.2bfc:765] LOG:  checkpoint starting: xlog
1464622810.006 2016-05-30 15:40:10 UTC 11260  [574b0deb.2bfc:766] LOG:  checkpoint complete: wrote 866137 buffers (41.3%); 0 transaction log file(s) added, 0 removed, 26 recycled; write=64.753 s, sync=0.015 s, total=64.815 s; sync files=531, longest=0.004 s, average=0.000 s; distance=6693642 kB, estimate=6693642 kB
1464622854.814 2016-05-30 15:40:54 UTC 11260  [574b0deb.2bfc:767] LOG:  checkpoint starting: xlog
1464622935.410 2016-05-30 15:42:15 UTC 11260  [574b0deb.2bfc:768] LOG:  checkpoint complete: wrote 860763 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=80.053 s, sync=0.011 s, total=80.595 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6701052 kB, estimate=6701052 kB
1464622979.753 2016-05-30 15:42:59 UTC 11260  [574b0deb.2bfc:769] LOG:  checkpoint starting: xlog
1464623064.646 2016-05-30 15:44:24 UTC 11260  [574b0deb.2bfc:770] LOG:  checkpoint complete: wrote 754182 buffers (36.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=84.171 s, sync=0.018 s, total=84.892 s; sync files=526, longest=0.002 s, average=0.000 s; distance=6701022 kB, estimate=6701049 kB
1464623111.037 2016-05-30 15:45:11 UTC 11260  [574b0deb.2bfc:771] LOG:  checkpoint starting: xlog
1464623199.438 2016-05-30 15:46:39 UTC 11260  [574b0deb.2bfc:772] LOG:  checkpoint complete: wrote 860141 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=87.749 s, sync=0.016 s, total=88.401 s; sync files=526, longest=0.002 s, average=0.000 s; distance=6701051 kB, estimate=6701051 kB
1464623244.386 2016-05-30 15:47:24 UTC 11260  [574b0deb.2bfc:773] LOG:  checkpoint starting: xlog
1464623337.077 2016-05-30 15:48:57 UTC 11260  [574b0deb.2bfc:774] LOG:  checkpoint complete: wrote 781629 buffers (37.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=92.097 s, sync=0.013 s, total=92.691 s; sync files=526, longest=0.001 s, average=0.000 s; distance=6701076 kB, estimate=6701076 kB
1464623384.765 2016-05-30 15:49:44 UTC 11260  [574b0deb.2bfc:775] LOG:  checkpoint starting: xlog
1464623475.328 2016-05-30 15:51:15 UTC 11260  [574b0deb.2bfc:776] LOG:  checkpoint complete: wrote 859630 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=89.797 s, sync=0.238 s, total=90.562 s; sync files=526, longest=0.215 s, average=0.000 s; distance=6701043 kB, estimate=6701073 kB
1464623521.663 2016-05-30 15:52:01 UTC 11260  [574b0deb.2bfc:777] LOG:  checkpoint starting: xlog
1464623607.858 2016-05-30 15:53:27 UTC 11260  [574b0deb.2bfc:778] LOG:  checkpoint complete: wrote 855854 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=85.586 s, sync=0.018 s, total=86.195 s; sync files=527, longest=0.005 s, average=0.000 s; distance=6701040 kB, estimate=6701070 kB
1464623654.258 2016-05-30 15:54:14 UTC 11260  [574b0deb.2bfc:779] LOG:  checkpoint starting: xlog
1464623745.455 2016-05-30 15:55:45 UTC 11260  [574b0deb.2bfc:780] LOG:  checkpoint complete: wrote 860109 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=90.630 s, sync=0.046 s, total=91.196 s; sync files=526, longest=0.021 s, average=0.000 s; distance=6701088 kB, estimate=6701088 kB
1464623792.344 2016-05-30 15:56:32 UTC 11260  [574b0deb.2bfc:781] LOG:  checkpoint starting: xlog
1464623885.821 2016-05-30 15:58:05 UTC 11260  [574b0deb.2bfc:782] LOG:  checkpoint complete: wrote 858995 buffers (41.0%); 0 transaction log file(s) added, 1 removed, 408 recycled; write=92.539 s, sync=0.377 s, total=93.476 s; sync files=526, longest=0.357 s, average=0.000 s; distance=6701015 kB, estimate=6701081 kB
1464623931.480 2016-05-30 15:58:51 UTC 11260  [574b0deb.2bfc:783] LOG:  checkpoint starting: xlog
1464624016.293 2016-05-30 16:00:16 UTC 11260  [574b0deb.2bfc:784] LOG:  checkpoint complete: wrote 858149 buffers (40.9%); 0 transaction log file(s) added, 1 removed, 408 recycled; write=83.815 s, sync=0.469 s, total=84.812 s; sync files=526, longest=0.286 s, average=0.000 s; distance=6701084 kB, estimate=6701084 kB
1464624063.679 2016-05-30 16:01:03 UTC 11260  [574b0deb.2bfc:785] LOG:  checkpoint starting: xlog
1464624155.500 2016-05-30 16:02:35 UTC 11260  [574b0deb.2bfc:786] LOG:  checkpoint complete: wrote 861582 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=91.243 s, sync=0.015 s, total=91.820 s; sync files=526, longest=0.003 s, average=0.000 s; distance=6701020 kB, estimate=6701078 kB
1464624202.704 2016-05-30 16:03:22 UTC 11260  [574b0deb.2bfc:787] LOG:  checkpoint starting: xlog
1464624291.721 2016-05-30 16:04:51 UTC 11260  [574b0deb.2bfc:788] LOG:  checkpoint complete: wrote 858293 buffers (40.9%); 0 transaction log file(s) added, 1 removed, 408 recycled; write=88.147 s, sync=0.333 s, total=89.016 s; sync files=526, longest=0.300 s, average=0.000 s; distance=6701101 kB, estimate=6701101 kB
1464624336.220 2016-05-30 16:05:36 UTC 11260  [574b0deb.2bfc:789] LOG:  checkpoint starting: xlog
1464624423.922 2016-05-30 16:07:03 UTC 11260  [574b0deb.2bfc:790] LOG:  checkpoint complete: wrote 860778 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=87.133 s, sync=0.015 s, total=87.702 s; sync files=526, longest=0.004 s, average=0.000 s; distance=6701040 kB, estimate=6701095 kB
1464624456.654 2016-05-30 16:07:36 UTC 11260  [574b0deb.2bfc:791] LOG:  checkpoint starting: immediate force wait
1464624491.566 2016-05-30 16:08:11 UTC 11260  [574b0deb.2bfc:792] LOG:  checkpoint complete: wrote 746079 buffers (35.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=34.337 s, sync=0.008 s, total=34.911 s; sync files=526, longest=0.004 s, average=0.000 s; distance=5833550 kB, estimate=6614340 kB
1464625056.711 2016-05-30 16:17:36 UTC 11260  [574b0deb.2bfc:793] LOG:  checkpoint starting: time
1464625072.228 2016-05-30 16:17:52 UTC 64463  [574c67a6.fbcf:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464625364.192 2016-05-30 16:22:44 UTC 11260  [574b0deb.2bfc:794] LOG:  checkpoint complete: wrote 24815 buffers (1.2%); 0 transaction log file(s) added, 0 removed, 356 recycled; write=299.322 s, sync=5.830 s, total=307.480 s; sync files=526, longest=3.555 s, average=0.011 s; distance=4449388 kB, estimate=6397845 kB
1464625392.361 2016-05-30 16:23:12 UTC 11260  [574b0deb.2bfc:795] LOG:  checkpoint starting: immediate force wait
1464625396.299 2016-05-30 16:23:16 UTC 11260  [574b0deb.2bfc:796] LOG:  checkpoint complete: wrote 108474 buffers (5.2%); 0 transaction log file(s) added, 19 removed, 252 recycled; write=3.406 s, sync=0.012 s, total=3.937 s; sync files=513, longest=0.006 s, average=0.000 s; distance=2182001 kB, estimate=5976261 kB
1464625479.047 2016-05-30 16:24:39 UTC 11260  [574b0deb.2bfc:797] LOG:  checkpoint starting: xlog
1464625560.769 2016-05-30 16:26:00 UTC 11260  [574b0deb.2bfc:798] LOG:  checkpoint complete: wrote 863236 buffers (41.2%); 0 transaction log file(s) added, 0 removed, 133 recycled; write=81.391 s, sync=0.020 s, total=81.721 s; sync files=532, longest=0.004 s, average=0.000 s; distance=6688052 kB, estimate=6688052 kB
1464625601.826 2016-05-30 16:26:41 UTC 11260  [574b0deb.2bfc:799] LOG:  checkpoint starting: xlog
1464625691.686 2016-05-30 16:28:11 UTC 11260  [574b0deb.2bfc:800] LOG:  checkpoint complete: wrote 858420 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=89.094 s, sync=0.029 s, total=89.859 s; sync files=528, longest=0.006 s, average=0.000 s; distance=6701079 kB, estimate=6701079 kB
1464625738.163 2016-05-30 16:28:58 UTC 11260  [574b0deb.2bfc:801] LOG:  checkpoint starting: xlog
1464625824.015 2016-05-30 16:30:24 UTC 11260  [574b0deb.2bfc:802] LOG:  checkpoint complete: wrote 738807 buffers (35.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=85.199 s, sync=0.031 s, total=85.851 s; sync files=528, longest=0.008 s, average=0.000 s; distance=6701548 kB, estimate=6701548 kB
1464625866.955 2016-05-30 16:31:06 UTC 11260  [574b0deb.2bfc:803] LOG:  checkpoint starting: xlog
1464625959.676 2016-05-30 16:32:39 UTC 11260  [574b0deb.2bfc:804] LOG:  checkpoint complete: wrote 858176 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=91.767 s, sync=0.018 s, total=92.721 s; sync files=527, longest=0.003 s, average=0.000 s; distance=6700490 kB, estimate=6701442 kB
1464626002.469 2016-05-30 16:33:22 UTC 11260  [574b0deb.2bfc:805] LOG:  checkpoint starting: xlog
1464626096.403 2016-05-30 16:34:56 UTC 11260  [574b0deb.2bfc:806] LOG:  checkpoint complete: wrote 794509 buffers (37.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=93.039 s, sync=0.024 s, total=93.934 s; sync files=528, longest=0.004 s, average=0.000 s; distance=6701220 kB, estimate=6701420 kB
1464626138.326 2016-05-30 16:35:38 UTC 11260  [574b0deb.2bfc:807] LOG:  checkpoint starting: xlog
1464626228.311 2016-05-30 16:37:08 UTC 11260  [574b0deb.2bfc:808] LOG:  checkpoint complete: wrote 856984 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=89.093 s, sync=0.038 s, total=89.985 s; sync files=528, longest=0.026 s, average=0.000 s; distance=6700884 kB, estimate=6701367 kB
1464626271.411 2016-05-30 16:37:51 UTC 11260  [574b0deb.2bfc:809] LOG:  checkpoint starting: xlog
1464626361.434 2016-05-30 16:39:21 UTC 11260  [574b0deb.2bfc:810] LOG:  checkpoint complete: wrote 840460 buffers (40.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=89.108 s, sync=0.034 s, total=90.023 s; sync files=526, longest=0.016 s, average=0.000 s; distance=6701059 kB, estimate=6701336 kB
1464626403.521 2016-05-30 16:40:03 UTC 11260  [574b0deb.2bfc:811] LOG:  checkpoint starting: xlog
1464626491.054 2016-05-30 16:41:31 UTC 11260  [574b0deb.2bfc:812] LOG:  checkpoint complete: wrote 858887 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=86.631 s, sync=0.023 s, total=87.533 s; sync files=529, longest=0.010 s, average=0.000 s; distance=6701203 kB, estimate=6701323 kB
1464626534.537 2016-05-30 16:42:14 UTC 11260  [574b0deb.2bfc:813] LOG:  checkpoint starting: xlog
1464626625.886 2016-05-30 16:43:45 UTC 11260  [574b0deb.2bfc:814] LOG:  checkpoint complete: wrote 852877 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=90.602 s, sync=0.028 s, total=91.349 s; sync files=529, longest=0.005 s, average=0.000 s; distance=6700956 kB, estimate=6701286 kB
1464626669.179 2016-05-30 16:44:29 UTC 11260  [574b0deb.2bfc:815] LOG:  checkpoint starting: xlog
1464626762.413 2016-05-30 16:46:02 UTC 11260  [574b0deb.2bfc:816] LOG:  checkpoint complete: wrote 856557 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=92.529 s, sync=0.021 s, total=93.234 s; sync files=529, longest=0.006 s, average=0.000 s; distance=6701170 kB, estimate=6701274 kB
1464626806.041 2016-05-30 16:46:46 UTC 11260  [574b0deb.2bfc:817] LOG:  checkpoint starting: xlog
1464626895.779 2016-05-30 16:48:15 UTC 11260  [574b0deb.2bfc:818] LOG:  checkpoint complete: wrote 856143 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=88.639 s, sync=0.018 s, total=89.737 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6701113 kB, estimate=6701258 kB
1464626939.771 2016-05-30 16:48:59 UTC 11260  [574b0deb.2bfc:819] LOG:  checkpoint starting: xlog
1464627036.375 2016-05-30 16:50:36 UTC 11260  [574b0deb.2bfc:820] LOG:  checkpoint complete: wrote 855853 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=95.603 s, sync=0.064 s, total=96.604 s; sync files=530, longest=0.017 s, average=0.000 s; distance=6700883 kB, estimate=6701221 kB
1464627081.855 2016-05-30 16:51:21 UTC 11260  [574b0deb.2bfc:821] LOG:  checkpoint starting: xlog
1464627182.846 2016-05-30 16:53:02 UTC 11260  [574b0deb.2bfc:822] LOG:  checkpoint complete: wrote 857493 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=99.770 s, sync=0.027 s, total=100.991 s; sync files=527, longest=0.006 s, average=0.000 s; distance=6700940 kB, estimate=6701193 kB
1464627196.607 2016-05-30 16:53:16 UTC 11260  [574b0deb.2bfc:823] LOG:  checkpoint starting: immediate force wait
1464627234.568 2016-05-30 16:53:54 UTC 11260  [574b0deb.2bfc:824] LOG:  checkpoint complete: wrote 552331 buffers (26.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=37.310 s, sync=0.004 s, total=37.961 s; sync files=529, longest=0.000 s, average=0.000 s; distance=4335162 kB, estimate=6464590 kB
1464627235.996 2016-05-30 16:53:55 UTC 65289  [574c7005.ff09:1] ERROR:  canceling autovacuum task
1464627235.996 2016-05-30 16:53:55 UTC 65289  [574c7005.ff09:2] CONTEXT:  automatic analyze of table "pgbench.public.pgbench_history"
1464627796.720 2016-05-30 17:03:16 UTC 11260  [574b0deb.2bfc:825] LOG:  checkpoint starting: time
1464628010.234 2016-05-30 17:06:50 UTC 11263  [574b0deb.2bff:8] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464628110.951 2016-05-30 17:08:30 UTC 11260  [574b0deb.2bfc:826] LOG:  checkpoint complete: wrote 55948 buffers (2.7%); 0 transaction log file(s) added, 0 removed, 264 recycled; write=297.569 s, sync=13.032 s, total=314.231 s; sync files=526, longest=11.799 s, average=0.024 s; distance=5711486 kB, estimate=6389279 kB
1464628136.320 2016-05-30 17:08:56 UTC 11260  [574b0deb.2bfc:827] LOG:  checkpoint starting: immediate force wait
