1464698282.799 2016-05-31 12:38:02 UTC 3336  [574d85aa.d08:1] LOG:  database system was shut down at 2016-05-31 12:37:50 UTC
1464780865.542 2016-06-01 11:34:25 UTC 3337  [574d85aa.d09:780] LOG:  checkpoint complete: wrote 8 buffers (0.0%); 0 transaction log file(s) added, 86 removed, 0 recycled; write=0.853 s, sync=0.001 s, total=1.053 s; sync files=7, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=3416213 kB
1464781600.551 2016-06-01 11:46:40 UTC 3337  [574d85aa.d09:781] LOG:  checkpoint starting: immediate force wait
1464781600.604 2016-06-01 11:46:40 UTC 3337  [574d85aa.d09:782] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.051 s, sync=0.000 s, total=0.053 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=3074592 kB
1464782200.705 2016-06-01 11:56:40 UTC 3337  [574d85aa.d09:783] LOG:  checkpoint starting: time
1464782201.060 2016-06-01 11:56:41 UTC 3337  [574d85aa.d09:784] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.352 s, sync=0.000 s, total=0.355 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2767134 kB
1464782500.840 2016-06-01 12:01:40 UTC 3337  [574d85aa.d09:785] LOG:  checkpoint starting: immediate force wait
1464782500.895 2016-06-01 12:01:40 UTC 3337  [574d85aa.d09:786] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.053 s, sync=0.000 s, total=0.055 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2490420 kB
1464782994.163 2016-06-01 12:09:54 UTC 3337  [574d85aa.d09:787] LOG:  checkpoint starting: xlog
1464783261.083 2016-06-01 12:14:21 UTC 3337  [574d85aa.d09:788] LOG:  checkpoint complete: wrote 861750 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=266.896 s, sync=0.006 s, total=266.920 s; sync files=531, longest=0.001 s, average=0.000 s; distance=6700123 kB, estimate=6700123 kB
1464783506.048 2016-06-01 12:18:26 UTC 3337  [574d85aa.d09:789] LOG:  checkpoint starting: xlog
1464783785.900 2016-06-01 12:23:05 UTC 3337  [574d85aa.d09:790] LOG:  checkpoint complete: wrote 858243 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=279.461 s, sync=0.008 s, total=279.852 s; sync files=526, longest=0.001 s, average=0.000 s; distance=6701050 kB, estimate=6701050 kB
1464784038.063 2016-06-01 12:27:18 UTC 3337  [574d85aa.d09:791] LOG:  checkpoint starting: xlog
1464784302.503 2016-06-01 12:31:42 UTC 3337  [574d85aa.d09:792] LOG:  checkpoint complete: wrote 690154 buffers (32.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=263.976 s, sync=0.007 s, total=264.439 s; sync files=526, longest=0.001 s, average=0.000 s; distance=6701150 kB, estimate=6701150 kB
1464784302.504 2016-06-01 12:31:42 UTC 3337  [574d85aa.d09:793] LOG:  checkpoint starting: immediate force wait
1464784315.323 2016-06-01 12:31:55 UTC 3337  [574d85aa.d09:794] LOG:  checkpoint complete: wrote 403852 buffers (19.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=12.066 s, sync=0.003 s, total=12.818 s; sync files=526, longest=0.000 s, average=0.000 s; distance=3161566 kB, estimate=6347191 kB
1464784902.437 2016-06-01 12:41:42 UTC 3337  [574d85aa.d09:795] LOG:  checkpoint starting: time
1464785202.610 2016-06-01 12:46:42 UTC 3337  [574d85aa.d09:796] LOG:  checkpoint complete: wrote 4808 buffers (0.2%); 0 transaction log file(s) added, 43 removed, 149 recycled; write=299.591 s, sync=0.041 s, total=300.172 s; sync files=525, longest=0.002 s, average=0.000 s; distance=1139391 kB, estimate=5826411 kB
1464785215.865 2016-06-01 12:46:55 UTC 3337  [574d85aa.d09:797] LOG:  checkpoint starting: immediate force wait
1464785216.837 2016-06-01 12:46:56 UTC 3337  [574d85aa.d09:798] LOG:  checkpoint complete: wrote 25025 buffers (1.2%); 0 transaction log file(s) added, 70 removed, 0 recycled; write=0.886 s, sync=0.015 s, total=0.972 s; sync files=512, longest=0.007 s, average=0.000 s; distance=556088 kB, estimate=5299379 kB
1464785283.336 2016-06-01 12:48:03 UTC 3337  [574d85aa.d09:799] LOG:  checkpoint starting: xlog
1464785332.086 2016-06-01 12:48:52 UTC 3337  [574d85aa.d09:800] LOG:  checkpoint complete: wrote 866007 buffers (41.3%); 0 transaction log file(s) added, 0 removed, 34 recycled; write=48.675 s, sync=0.016 s, total=48.749 s; sync files=531, longest=0.005 s, average=0.000 s; distance=6693689 kB, estimate=6693689 kB
1464785365.417 2016-06-01 12:49:25 UTC 3337  [574d85aa.d09:801] LOG:  checkpoint starting: xlog
1464785419.731 2016-06-01 12:50:19 UTC 3337  [574d85aa.d09:802] LOG:  checkpoint complete: wrote 860559 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.752 s, sync=0.019 s, total=54.313 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6701033 kB, estimate=6701033 kB
1464785451.864 2016-06-01 12:50:51 UTC 3337  [574d85aa.d09:803] LOG:  checkpoint starting: xlog
1464785504.232 2016-06-01 12:51:44 UTC 3337  [574d85aa.d09:804] LOG:  checkpoint complete: wrote 855768 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=51.970 s, sync=0.015 s, total=52.367 s; sync files=528, longest=0.006 s, average=0.000 s; distance=6701093 kB, estimate=6701093 kB
1464785536.999 2016-06-01 12:52:16 UTC 3337  [574d85aa.d09:805] LOG:  checkpoint starting: xlog
1464785591.265 2016-06-01 12:53:11 UTC 3337  [574d85aa.d09:806] LOG:  checkpoint complete: wrote 859486 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.837 s, sync=0.014 s, total=54.266 s; sync files=527, longest=0.003 s, average=0.000 s; distance=6701054 kB, estimate=6701089 kB
1464785623.601 2016-06-01 12:53:43 UTC 3337  [574d85aa.d09:807] LOG:  checkpoint starting: xlog
1464785676.148 2016-06-01 12:54:36 UTC 3337  [574d85aa.d09:808] LOG:  checkpoint complete: wrote 838914 buffers (40.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=52.073 s, sync=0.013 s, total=52.546 s; sync files=528, longest=0.001 s, average=0.000 s; distance=6701016 kB, estimate=6701082 kB
1464785709.073 2016-06-01 12:55:09 UTC 3337  [574d85aa.d09:809] LOG:  checkpoint starting: xlog
1464785762.825 2016-06-01 12:56:02 UTC 3337  [574d85aa.d09:810] LOG:  checkpoint complete: wrote 860021 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.305 s, sync=0.016 s, total=53.752 s; sync files=526, longest=0.003 s, average=0.000 s; distance=6701041 kB, estimate=6701077 kB
1464785795.385 2016-06-01 12:56:35 UTC 3337  [574d85aa.d09:811] LOG:  checkpoint starting: xlog
1464785853.112 2016-06-01 12:57:33 UTC 3337  [574d85aa.d09:812] LOG:  checkpoint complete: wrote 854289 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=57.180 s, sync=0.015 s, total=57.727 s; sync files=527, longest=0.001 s, average=0.000 s; distance=6701103 kB, estimate=6701103 kB
1464785884.947 2016-06-01 12:58:04 UTC 3337  [574d85aa.d09:813] LOG:  checkpoint starting: xlog
1464785932.309 2016-06-01 12:58:52 UTC 3337  [574d85aa.d09:814] LOG:  checkpoint complete: wrote 858281 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=46.852 s, sync=0.020 s, total=47.361 s; sync files=528, longest=0.003 s, average=0.000 s; distance=6701062 kB, estimate=6701099 kB
1464785965.205 2016-06-01 12:59:25 UTC 3337  [574d85aa.d09:815] LOG:  checkpoint starting: xlog
1464786035.370 2016-06-01 13:00:35 UTC 3337  [574d85aa.d09:816] LOG:  checkpoint complete: wrote 859501 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=69.681 s, sync=0.021 s, total=70.165 s; sync files=527, longest=0.002 s, average=0.000 s; distance=6701040 kB, estimate=6701093 kB
1464786068.623 2016-06-01 13:01:08 UTC 3337  [574d85aa.d09:817] LOG:  checkpoint starting: xlog
1464786142.880 2016-06-01 13:02:22 UTC 3337  [574d85aa.d09:818] LOG:  checkpoint complete: wrote 860334 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=73.837 s, sync=0.013 s, total=74.257 s; sync files=528, longest=0.002 s, average=0.000 s; distance=6701056 kB, estimate=6701089 kB
1464786176.786 2016-06-01 13:02:56 UTC 3337  [574d85aa.d09:819] LOG:  checkpoint starting: xlog
1464786252.643 2016-06-01 13:04:12 UTC 3337  [574d85aa.d09:820] LOG:  checkpoint complete: wrote 860264 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=75.431 s, sync=0.016 s, total=75.856 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6701082 kB, estimate=6701088 kB
1464786287.785 2016-06-01 13:04:47 UTC 3337  [574d85aa.d09:821] LOG:  checkpoint starting: xlog
1464786364.124 2016-06-01 13:06:04 UTC 3337  [574d85aa.d09:822] LOG:  checkpoint complete: wrote 858663 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=75.922 s, sync=0.017 s, total=76.339 s; sync files=528, longest=0.004 s, average=0.000 s; distance=6701033 kB, estimate=6701083 kB
1464786398.060 2016-06-01 13:06:38 UTC 3337  [574d85aa.d09:823] LOG:  checkpoint starting: xlog
1464786478.910 2016-06-01 13:07:58 UTC 3337  [574d85aa.d09:824] LOG:  checkpoint complete: wrote 859979 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=80.470 s, sync=0.012 s, total=80.850 s; sync files=527, longest=0.002 s, average=0.000 s; distance=6701024 kB, estimate=6701077 kB
1464786513.177 2016-06-01 13:08:33 UTC 3337  [574d85aa.d09:825] LOG:  checkpoint starting: xlog
1464786595.325 2016-06-01 13:09:55 UTC 3337  [574d85aa.d09:826] LOG:  checkpoint complete: wrote 857451 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=81.730 s, sync=0.013 s, total=82.147 s; sync files=527, longest=0.003 s, average=0.000 s; distance=6701079 kB, estimate=6701079 kB
1464786630.155 2016-06-01 13:10:30 UTC 3337  [574d85aa.d09:827] LOG:  checkpoint starting: xlog
1464786699.841 2016-06-01 13:11:39 UTC 3337  [574d85aa.d09:828] LOG:  checkpoint complete: wrote 859961 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=69.278 s, sync=0.015 s, total=69.685 s; sync files=526, longest=0.004 s, average=0.000 s; distance=6701030 kB, estimate=6701074 kB
1464786732.936 2016-06-01 13:12:12 UTC 3337  [574d85aa.d09:829] LOG:  checkpoint starting: xlog
1464786791.172 2016-06-01 13:13:11 UTC 3337  [574d85aa.d09:830] LOG:  checkpoint complete: wrote 858852 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=57.798 s, sync=0.019 s, total=58.236 s; sync files=526, longest=0.004 s, average=0.000 s; distance=6701058 kB, estimate=6701072 kB
1464786824.824 2016-06-01 13:13:44 UTC 3337  [574d85aa.d09:831] LOG:  checkpoint starting: xlog
1464786880.664 2016-06-01 13:14:40 UTC 3337  [574d85aa.d09:832] LOG:  checkpoint complete: wrote 860038 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=55.424 s, sync=0.017 s, total=55.840 s; sync files=527, longest=0.002 s, average=0.000 s; distance=6701066 kB, estimate=6701072 kB
1464786913.748 2016-06-01 13:15:13 UTC 3337  [574d85aa.d09:833] LOG:  checkpoint starting: xlog
1464786985.987 2016-06-01 13:16:25 UTC 3337  [574d85aa.d09:834] LOG:  checkpoint complete: wrote 859200 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=71.832 s, sync=0.013 s, total=72.238 s; sync files=527, longest=0.002 s, average=0.000 s; distance=6701031 kB, estimate=6701068 kB
1464787017.028 2016-06-01 13:16:57 UTC 3337  [574d85aa.d09:835] LOG:  checkpoint starting: immediate force wait
1464787076.461 2016-06-01 13:17:56 UTC 3337  [574d85aa.d09:836] LOG:  checkpoint complete: wrote 803080 buffers (38.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=58.744 s, sync=0.004 s, total=59.433 s; sync files=530, longest=0.000 s, average=0.000 s; distance=6258978 kB, estimate=6656859 kB
1464787617.607 2016-06-01 13:26:57 UTC 3337  [574d85aa.d09:837] LOG:  checkpoint starting: time
1464787917.957 2016-06-01 13:31:57 UTC 3337  [574d85aa.d09:838] LOG:  checkpoint complete: wrote 32125 buffers (1.5%); 0 transaction log file(s) added, 0 removed, 382 recycled; write=299.385 s, sync=0.039 s, total=300.350 s; sync files=526, longest=0.004 s, average=0.000 s; distance=5939212 kB, estimate=6585094 kB
1464787976.835 2016-06-01 13:32:56 UTC 3337  [574d85aa.d09:839] LOG:  checkpoint starting: immediate force wait
1464787981.750 2016-06-01 13:33:01 UTC 3337  [574d85aa.d09:840] LOG:  checkpoint complete: wrote 148285 buffers (7.1%); 0 transaction log file(s) added, 0 removed, 362 recycled; write=4.474 s, sync=0.014 s, total=4.915 s; sync files=513, longest=0.005 s, average=0.000 s; distance=3573195 kB, estimate=6283904 kB
1464788060.805 2016-06-01 13:34:20 UTC 3337  [574d85aa.d09:841] LOG:  checkpoint starting: xlog
1464788132.706 2016-06-01 13:35:32 UTC 3337  [574d85aa.d09:842] LOG:  checkpoint complete: wrote 863324 buffers (41.2%); 0 transaction log file(s) added, 0 removed, 218 recycled; write=71.566 s, sync=0.007 s, total=71.900 s; sync files=532, longest=0.002 s, average=0.000 s; distance=6691296 kB, estimate=6691296 kB
1464788172.087 2016-06-01 13:36:12 UTC 3337  [574d85aa.d09:843] LOG:  checkpoint starting: xlog
1464788254.611 2016-06-01 13:37:34 UTC 3337  [574d85aa.d09:844] LOG:  checkpoint complete: wrote 857267 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=81.804 s, sync=0.018 s, total=82.524 s; sync files=530, longest=0.002 s, average=0.000 s; distance=6701142 kB, estimate=6701142 kB
1464788294.676 2016-06-01 13:38:14 UTC 3337  [574d85aa.d09:845] LOG:  checkpoint starting: xlog
1464788365.216 2016-06-01 13:39:25 UTC 3337  [574d85aa.d09:846] LOG:  checkpoint complete: wrote 759546 buffers (36.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=69.788 s, sync=0.027 s, total=70.540 s; sync files=529, longest=0.004 s, average=0.000 s; distance=6700956 kB, estimate=6701123 kB
1464788404.278 2016-06-01 13:40:04 UTC 3337  [574d85aa.d09:847] LOG:  checkpoint starting: xlog
1464788478.709 2016-06-01 13:41:18 UTC 3337  [574d85aa.d09:848] LOG:  checkpoint complete: wrote 857191 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=73.798 s, sync=0.030 s, total=74.430 s; sync files=530, longest=0.006 s, average=0.000 s; distance=6700921 kB, estimate=6701103 kB
1464788518.612 2016-06-01 13:41:58 UTC 3337  [574d85aa.d09:849] LOG:  checkpoint starting: xlog
1464788596.016 2016-06-01 13:43:16 UTC 3337  [574d85aa.d09:850] LOG:  checkpoint complete: wrote 807718 buffers (38.5%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=76.687 s, sync=0.019 s, total=77.403 s; sync files=530, longest=0.005 s, average=0.000 s; distance=6701183 kB, estimate=6701183 kB
1464788635.012 2016-06-01 13:43:55 UTC 3337  [574d85aa.d09:851] LOG:  checkpoint starting: xlog
1464788717.929 2016-06-01 13:45:17 UTC 3337  [574d85aa.d09:852] LOG:  checkpoint complete: wrote 858084 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=82.323 s, sync=0.010 s, total=82.917 s; sync files=529, longest=0.002 s, average=0.000 s; distance=6701143 kB, estimate=6701179 kB
1464788758.075 2016-06-01 13:45:58 UTC 3337  [574d85aa.d09:853] LOG:  checkpoint starting: xlog
1464788832.755 2016-06-01 13:47:12 UTC 3337  [574d85aa.d09:854] LOG:  checkpoint complete: wrote 842343 buffers (40.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=74.105 s, sync=0.017 s, total=74.679 s; sync files=528, longest=0.006 s, average=0.000 s; distance=6700925 kB, estimate=6701154 kB
1464788871.894 2016-06-01 13:47:51 UTC 3337  [574d85aa.d09:855] LOG:  checkpoint starting: xlog
1464788946.488 2016-06-01 13:49:06 UTC 3337  [574d85aa.d09:856] LOG:  checkpoint complete: wrote 857076 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=73.879 s, sync=0.013 s, total=74.594 s; sync files=531, longest=0.001 s, average=0.000 s; distance=6701038 kB, estimate=6701142 kB
1464788985.453 2016-06-01 13:49:45 UTC 3337  [574d85aa.d09:857] LOG:  checkpoint starting: xlog
1464789069.329 2016-06-01 13:51:09 UTC 3337  [574d85aa.d09:858] LOG:  checkpoint complete: wrote 846843 buffers (40.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=83.101 s, sync=0.018 s, total=83.875 s; sync files=529, longest=0.005 s, average=0.000 s; distance=6701123 kB, estimate=6701140 kB
1464789108.404 2016-06-01 13:51:48 UTC 3337  [574d85aa.d09:859] LOG:  checkpoint starting: xlog
1464789188.746 2016-06-01 13:53:08 UTC 3337  [574d85aa.d09:860] LOG:  checkpoint complete: wrote 856942 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=79.616 s, sync=0.011 s, total=80.341 s; sync files=530, longest=0.001 s, average=0.000 s; distance=6700853 kB, estimate=6701112 kB
1464789228.290 2016-06-01 13:53:48 UTC 3337  [574d85aa.d09:861] LOG:  checkpoint starting: xlog
1464789303.588 2016-06-01 13:55:03 UTC 3337  [574d85aa.d09:862] LOG:  checkpoint complete: wrote 847057 buffers (40.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=74.506 s, sync=0.015 s, total=75.297 s; sync files=530, longest=0.004 s, average=0.000 s; distance=6701235 kB, estimate=6701235 kB
1464789343.730 2016-06-01 13:55:43 UTC 3337  [574d85aa.d09:863] LOG:  checkpoint starting: xlog
1464789426.594 2016-06-01 13:57:06 UTC 3337  [574d85aa.d09:864] LOG:  checkpoint complete: wrote 856809 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=82.073 s, sync=0.050 s, total=82.863 s; sync files=527, longest=0.029 s, average=0.000 s; distance=6700934 kB, estimate=6701205 kB
1464789467.231 2016-06-01 13:57:47 UTC 3337  [574d85aa.d09:865] LOG:  checkpoint starting: xlog
1464789546.026 2016-06-01 13:59:06 UTC 3337  [574d85aa.d09:866] LOG:  checkpoint complete: wrote 851855 buffers (40.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=78.140 s, sync=0.012 s, total=78.795 s; sync files=527, longest=0.002 s, average=0.000 s; distance=6701140 kB, estimate=6701199 kB
1464789586.795 2016-06-01 13:59:46 UTC 3337  [574d85aa.d09:867] LOG:  checkpoint starting: xlog
1464789673.365 2016-06-01 14:01:13 UTC 3337  [574d85aa.d09:868] LOG:  checkpoint complete: wrote 858362 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=85.773 s, sync=0.015 s, total=86.569 s; sync files=530, longest=0.005 s, average=0.000 s; distance=6700964 kB, estimate=6701175 kB
1464789714.822 2016-06-01 14:01:54 UTC 3337  [574d85aa.d09:869] LOG:  checkpoint starting: xlog
1464789790.981 2016-06-01 14:03:10 UTC 3337  [574d85aa.d09:870] LOG:  checkpoint complete: wrote 853424 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=75.624 s, sync=0.014 s, total=76.158 s; sync files=531, longest=0.004 s, average=0.000 s; distance=6701235 kB, estimate=6701235 kB
1464789790.983 2016-06-01 14:03:10 UTC 3337  [574d85aa.d09:871] LOG:  checkpoint starting: immediate force wait
1464789822.403 2016-06-01 14:03:42 UTC 3337  [574d85aa.d09:872] LOG:  checkpoint complete: wrote 379499 buffers (18.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=30.656 s, sync=0.004 s, total=31.420 s; sync files=529, longest=0.000 s, average=0.000 s; distance=2957011 kB, estimate=6326812 kB
